timestamp,user_command,action,args,decision,success,message,telemetry
2026-07-13T22:33:48.530113+00:00,bana bir pizza soyle,unknown,{},rejected,False,"Komut anlaşılamadı. Desteklenen işlemler: telemetri sorgulama, kalkış, iniş, eve dönüş, bir konuma gitme.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 72.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.555571+00:00,100,clarify,{},clarify,False,"Bir irtifa/sayı algılandı ancak ne yapılacağı belirsiz. Kalkış mı, alçalma mı istiyorsunuz?","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 72.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.582439+00:00,irtifa bilgisi ver,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 72.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.608827+00:00,"menzil ne kadar, eve donebilir miyim",get_energy_status,{},approved,True,Enerji durumu hesaplandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 72.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0, ""energy"": {""battery"": 72.0, ""reserve"": 10.0, ""range_m"": 1240.3, ""dist_home"": 0.0, ""rth_cost_pct"": 5.0, ""can_return_home"": true}}"
2026-07-13T22:33:48.635559+00:00,roll acisini 30 dereceye ayarla,unknown,{},rejected,False,"Düşük seviyeli kontrol komutları (roll/pitch/yaw/PWM/gaz vb.) güvenlik gereği DESTEKLENMEZ ve reddedilir. Yalnızca güvenli işlemler kullanılabilir: telemetri, kalkış, iniş, eve dönüş, go_to.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 72.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.661121+00:00,motorlari sonsuza kadar calistir,unknown,{},rejected,False,"Düşük seviyeli kontrol komutları (roll/pitch/yaw/PWM/gaz vb.) güvenlik gereği DESTEKLENMEZ ve reddedilir. Yalnızca güvenli işlemler kullanılabilir: telemetri, kalkış, iniş, eve dönüş, go_to.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 72.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.687590+00:00,20 metreye kalk,takeoff,"{""altitude"": 20.0}",approved,True,20.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 67.01, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.713735+00:00,30 40 noktasina git,go_to,"{""x"": 30.0, ""y"": 40.0}",approved,True,"(30.0, 40.0) konumuna gidiş onaylandı.","{""x"": 30.0, ""y"": 40.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 63.51, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.742599+00:00,durum bildir,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 30.0, ""y"": 40.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 63.51, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.769772+00:00,eve don,return_to_home,{},approved,True,Eve dönüş (RTH) onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 56.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.796349+00:00,"20 metreye kalk, 30 40 noktasina git, durum bildir ve eve don",mission_plan,"{""steps"": [""20 metreye kalk"", ""30 40 noktasina git"", ""durum bildir"", ""eve don""]}",approved,True,20 metreye kalk; 30 40 noktasina git; durum bildir; eve don,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 56.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.824826+00:00,10 metreye kalk,takeoff,"{""altitude"": 10.0}",approved,True,10.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 10.0, ""mode"": ""HOVER"", ""battery"": 51.01, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.853496+00:00,inis yap,land,{},approved,True,İniş onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 48.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.881132+00:00,10 metreye kalk ve inis yap,mission_plan,"{""steps"": [""10 metreye kalk"", ""inis yap""]}",approved,True,10 metreye kalk; inis yap,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 48.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.908168+00:00,25 metreye kalk,takeoff,"{""altitude"": 25.0}",approved,True,25.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 25.0, ""mode"": ""HOVER"", ""battery"": 43.01, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.933784+00:00,10 10 noktasina git,go_to,"{""x"": 10.0, ""y"": 10.0}",approved,True,"(10.0, 10.0) konumuna gidiş onaylandı.","{""x"": 10.0, ""y"": 10.0, ""altitude"": 25.0, ""mode"": ""HOVER"", ""battery"": 41.31, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.960068+00:00,eve don,return_to_home,{},approved,True,Eve dönüş (RTH) onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 35.6, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:48.986475+00:00,"25 metreye kalk, 10 10 noktasina git ve eve don",mission_plan,"{""steps"": [""25 metreye kalk"", ""10 10 noktasina git"", ""eve don""]}",approved,True,25 metreye kalk; 10 10 noktasina git; eve don,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 35.6, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.021114+00:00,10 metreye kalk,takeoff,"{""altitude"": 10.0}",approved,True,10.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 10.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.044401+00:00,Durum nedir?,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 10.0, ""mode"": ""HOVER"", ""battery"": 25.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.078206+00:00,20 metreye kalk,takeoff,"{""altitude"": 20.0}",approved,True,20.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.100905+00:00,20 yukari cik 4 saga git,move,"{""dx"": 4.0, ""dy"": 0.0, ""dz"": 20.0}",approved,True,"Göreli hareket onaylandı (dx=4.0, dy=0.0, dz=20.0).","{""x"": 4.0, ""y"": 0.0, ""altitude"": 40.0, ""mode"": ""HOVER"", ""battery"": 92.8, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.128838+00:00,3 ileri git,move,"{""dx"": 0.0, ""dy"": 3.0, ""dz"": 0.0}",approved,True,"Göreli hareket onaylandı (dx=0.0, dy=3.0, dz=0.0).","{""x"": 4.0, ""y"": 3.0, ""altitude"": 40.0, ""mode"": ""HOVER"", ""battery"": 91.65, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.155920+00:00,8 asagi in,move,"{""dx"": 0.0, ""dy"": 0.0, ""dz"": -8.0}",approved,True,"Göreli hareket onaylandı (dx=0.0, dy=0.0, dz=-8.0).","{""x"": 4.0, ""y"": 3.0, ""altitude"": 32.0, ""mode"": ""HOVER"", ""battery"": 90.25, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.189088+00:00,25 metreye kalk,takeoff,"{""altitude"": 25.0}",approved,True,25.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 25.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.211461+00:00,30 30 noktasina git,go_to,"{""x"": 30.0, ""y"": 30.0}",rejected,False,REDDEDİLDİ: Rota bir engel ('bina') içinden geçiyor. Komut güvenlik gereği reddedildi.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 25.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.237880+00:00,60 10 noktasina git,go_to,"{""x"": 60.0, ""y"": 10.0}",rejected,False,REDDEDİLDİ: Rota bir uçuşa yasak bölge ('havaalani yaklasma') içinden geçiyor. Komut güvenlik gereği reddedildi.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 25.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.256562+00:00,35 20 noktasina git,go_to,"{""x"": 35.0, ""y"": 20.0}",approved,True,"(35.0, 20.0) konumuna gidiş onaylandı.","{""x"": 35.0, ""y"": 20.0, ""altitude"": 25.0, ""mode"": ""HOVER"", ""battery"": 91.98, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.292183+00:00,20 metreye kalk,takeoff,"{""altitude"": 20.0}",approved,True,20.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.314690+00:00,"menzil ne kadar, eve donebilir miyim",get_energy_status,{},approved,True,Enerji durumu hesaplandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0, ""energy"": {""battery"": 95.0, ""reserve"": 10.0, ""range_m"": 1700.0, ""dist_home"": 0.0, ""rth_cost_pct"": 5.0, ""can_return_home"": true}}"
2026-07-13T22:33:49.347523+00:00,20 metreye kalk,takeoff,"{""altitude"": 20.0}",approved,True,20.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.369833+00:00,35 20 noktasina git,go_to,"{""x"": 35.0, ""y"": 20.0}",approved,True,"(35.0, 20.0) konumuna gidiş onaylandı.","{""x"": 35.0, ""y"": 20.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 91.98, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.404943+00:00,30 metreye kalk,takeoff,"{""altitude"": 30.0}",approved,True,30.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 30.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.426326+00:00,"6,7 konumuna git",go_to,"{""x"": 6.0, ""y"": 7.0}",approved,True,"(6.0, 7.0) konumuna gidiş onaylandı.","{""x"": 6.0, ""y"": 7.0, ""altitude"": 30.0, ""mode"": ""HOVER"", ""battery"": 93.54, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.455617+00:00,onune engel cikti,avoid_obstacle,{},approved,True,En yakın engel 'bina' 25.2 m uzakta (güvenli). Pozisyon korunuyor (hover).,"{""x"": 6.0, ""y"": 7.0, ""altitude"": 30.0, ""mode"": ""HOVER"", ""battery"": 93.54, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.483503+00:00,onunde 1 metre engel var,avoid_obstacle,"{""distance"": 1.0}",approved,True,OTONOM KAÇINMA: 'algilanan engel' engeli 0.0 m yakında; güvenli mesafeye 9.0 m uzaklaşılıyor. Yeni konum güvenli.,"{""x"": 6.0, ""y"": -2.0, ""altitude"": 30.0, ""mode"": ""HOVER"", ""battery"": 92.09, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:33:49.525046+00:00,20 metreye kalk,takeoff,"{""altitude"": 20.0}",approved,True,20.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.015914+00:00,"Durum nedir, batarya ne kadar?",get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 100.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.029151+00:00,Kalkis yap,clarify,{},clarify,False,Kalkış komutu için hedef irtifa belirtilmedi. Lütfen kaç metreye kalkış yapılacağını belirtin (ör. '20 metreye kalk').,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 100.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.058291+00:00,500 metreye kalk,takeoff,"{""altitude"": 500.0}",rejected,False,REDDEDİLDİ: İstenen irtifa (500.0 m) maksimum güvenli sınırı (120.0 m) aşıyor. Komut reddedildi.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 100.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.083602+00:00,20 metreye kalk,takeoff,"{""altitude"": 20.0}",approved,True,20.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.108483+00:00,30 metreye tekrar kalk,takeoff,"{""altitude"": 30.0}",rejected,False,REDDEDİLDİ: Drone zaten havada; tekrar kalkış reddedildi.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.134761+00:00,Su an nerede ve hangi moddasin?,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.159701+00:00,"40, 30 noktasina git",go_to,"{""x"": 40.0, ""y"": 30.0}",approved,True,"(40.0, 30.0) konumuna gidiş onaylandı.","{""x"": 40.0, ""y"": 30.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 91.5, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.186268+00:00,50 60 25 koordinatina git,go_to,"{""x"": 50.0, ""y"": 60.0, ""altitude"": 25.0}",approved,True,"(50.0, 60.0) konumuna gidiş onaylandı.","{""x"": 50.0, ""y"": 60.0, ""altitude"": 25.0, ""mode"": ""HOVER"", ""battery"": 88.92, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.217132+00:00,10 10 500 noktasina git,go_to,"{""x"": 10.0, ""y"": 10.0, ""altitude"": 500.0}",rejected,False,REDDEDİLDİ: Hedef irtifa (500.0 m) maksimum sınırı (120.0 m) aşıyor.,"{""x"": 50.0, ""y"": 60.0, ""altitude"": 25.0, ""mode"": ""HOVER"", ""battery"": 88.92, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.244892+00:00,ileri git,clarify,{},clarify,False,"Yön belirtildi ancak miktar yok. Örn: '4 sağa git', '20 yukarı çık', '8 aşağı in'. Varsayım yapılmadı.","{""x"": 50.0, ""y"": 60.0, ""altitude"": 25.0, ""mode"": ""HOVER"", ""battery"": 88.92, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.270488+00:00,return to home please,return_to_home,{},approved,True,Eve dönüş (RTH) onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 80.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.296634+00:00,inis yap,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 80.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.321939+00:00,20 20 noktasina git,go_to,"{""x"": 20.0, ""y"": 20.0}",rejected,False,REDDEDİLDİ: go_to için drone önce havada olmalıdır (kalkış yapın).,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 80.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.347852+00:00,15 metreye cik,takeoff,"{""altitude"": 15.0}",approved,True,15.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 15.0, ""mode"": ""HOVER"", ""battery"": 75.01, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.375376+00:00,land,land,{},approved,True,İniş onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 72.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.404167+00:00,bana bir pizza soyle,unknown,{},rejected,False,"Komut anlaşılamadı. Desteklenen işlemler: telemetri sorgulama, kalkış, iniş, eve dönüş, bir konuma gitme.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 72.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.430264+00:00,100,clarify,{},clarify,False,"Bir irtifa/sayı algılandı ancak ne yapılacağı belirsiz. Kalkış mı, alçalma mı istiyorsunuz?","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 72.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.456809+00:00,irtifa bilgisi ver,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 72.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.483747+00:00,"menzil ne kadar, eve donebilir miyim",get_energy_status,{},approved,True,Enerji durumu hesaplandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 72.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0, ""energy"": {""battery"": 72.0, ""reserve"": 10.0, ""range_m"": 1240.3, ""dist_home"": 0.0, ""rth_cost_pct"": 5.0, ""can_return_home"": true}}"
2026-07-13T22:35:12.512004+00:00,roll acisini 30 dereceye ayarla,unknown,{},rejected,False,"Düşük seviyeli kontrol komutları (roll/pitch/yaw/PWM/gaz vb.) güvenlik gereği DESTEKLENMEZ ve reddedilir. Yalnızca güvenli işlemler kullanılabilir: telemetri, kalkış, iniş, eve dönüş, go_to.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 72.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.545118+00:00,motorlari sonsuza kadar calistir,unknown,{},rejected,False,"Düşük seviyeli kontrol komutları (roll/pitch/yaw/PWM/gaz vb.) güvenlik gereği DESTEKLENMEZ ve reddedilir. Yalnızca güvenli işlemler kullanılabilir: telemetri, kalkış, iniş, eve dönüş, go_to.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 72.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.574156+00:00,20 metreye kalk,takeoff,"{""altitude"": 20.0}",approved,True,20.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 67.01, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.604825+00:00,30 40 noktasina git,go_to,"{""x"": 30.0, ""y"": 40.0}",approved,True,"(30.0, 40.0) konumuna gidiş onaylandı.","{""x"": 30.0, ""y"": 40.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 63.51, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.633370+00:00,durum bildir,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 30.0, ""y"": 40.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 63.51, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.660288+00:00,eve don,return_to_home,{},approved,True,Eve dönüş (RTH) onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 56.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.690016+00:00,"20 metreye kalk, 30 40 noktasina git, durum bildir ve eve don",mission_plan,"{""steps"": [""20 metreye kalk"", ""30 40 noktasina git"", ""durum bildir"", ""eve don""]}",approved,True,20 metreye kalk; 30 40 noktasina git; durum bildir; eve don,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 56.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.718611+00:00,10 metreye kalk,takeoff,"{""altitude"": 10.0}",approved,True,10.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 10.0, ""mode"": ""HOVER"", ""battery"": 51.01, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.745654+00:00,inis yap,land,{},approved,True,İniş onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 48.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.773963+00:00,10 metreye kalk ve inis yap,mission_plan,"{""steps"": [""10 metreye kalk"", ""inis yap""]}",approved,True,10 metreye kalk; inis yap,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 48.01, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.804741+00:00,25 metreye kalk,takeoff,"{""altitude"": 25.0}",approved,True,25.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 25.0, ""mode"": ""HOVER"", ""battery"": 43.01, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.832795+00:00,10 10 noktasina git,go_to,"{""x"": 10.0, ""y"": 10.0}",approved,True,"(10.0, 10.0) konumuna gidiş onaylandı.","{""x"": 10.0, ""y"": 10.0, ""altitude"": 25.0, ""mode"": ""HOVER"", ""battery"": 41.31, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.862375+00:00,eve don,return_to_home,{},approved,True,Eve dönüş (RTH) onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 35.6, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.890649+00:00,"25 metreye kalk, 10 10 noktasina git ve eve don",mission_plan,"{""steps"": [""25 metreye kalk"", ""10 10 noktasina git"", ""eve don""]}",approved,True,25 metreye kalk; 10 10 noktasina git; eve don,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 35.6, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.924623+00:00,10 metreye kalk,takeoff,"{""altitude"": 10.0}",approved,True,10.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 10.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.952756+00:00,Durum nedir?,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 10.0, ""mode"": ""HOVER"", ""battery"": 25.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:12.991518+00:00,20 metreye kalk,takeoff,"{""altitude"": 20.0}",approved,True,20.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:13.014646+00:00,20 yukari cik 4 saga git,move,"{""dx"": 4.0, ""dy"": 0.0, ""dz"": 20.0}",approved,True,"Göreli hareket onaylandı (dx=4.0, dy=0.0, dz=20.0).","{""x"": 4.0, ""y"": 0.0, ""altitude"": 40.0, ""mode"": ""HOVER"", ""battery"": 92.8, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-13T22:35:13.043353+00:00,3 ileri git,move,"{""dx"": 0.0, ""dy"": 3.0, ""dz"": 0.0}",approved,True,"Göreli hareket onaylandı (dx=0.0, dy=3.0, dz=0.0).","{""x"": 4.0, ""y"": 3.0, ""altitude"": 40.0, ""mode"": ""HOVER"", ""battery"": 91.65, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
